Feature,Importance
ENSG00000167034,0.06294889000151757
ENSG00000266970,0.039999999999999994
ENSG00000263244,0.039999999999999994
ENSG00000260942,0.039999999999999994
ENSG00000259760,0.039999999999999994
ENSG00000248323,0.039999999999999994
ENSG00000225386,0.039999999999999994
ENSG00000204209,0.039999999999999994
ENSG00000196182,0.039999999999999994
ENSG00000184557,0.039999999999999994
ENSG00000174403,0.039999999999999994
ENSG00000173432,0.039999999999999994
ENSG00000167996,0.039999999999999994
ENSG00000167703,0.039999999999999994
ENSG00000150593,0.039999999999999994
ENSG00000144597,0.039999999999999994
ENSG00000136695,0.039999999999999994
ENSG00000133048,0.039999999999999994
ENSG00000125726,0.039999999999999994
ENSG00000119673,0.039999999999999994
ENSG00000005513,0.039999999999999994
ENSG00000180543,0.022315530298963486
ENSG00000120217,0.020833442414128572
ENSG00000123689,0.020153556833250208
ENSG00000117984,0.019846443166749786
ENSG00000205129,0.01916655758587142
ENSG00000162772,0.01768446970103651
ENSG00000181617,0.017051109998482413
