Feature,Importance
ENSG00000189057,0.020833333333333336
ENSG00000188599,0.020833333333333336
ENSG00000177613,0.020833333333333336
ENSG00000104267,0.020833333333333336
ENSG00000086205,0.020833333333333336
ENSG00000085721,0.020833333333333336
ENSG00000091542,0.019152382244227373
ENSG00000101782,0.01708922125346278
ENSG00000175197,0.015612674528550897
ENSG00000164323,0.01542795020851324
ENSG00000113083,0.015191534368431127
ENSG00000107159,0.015062884480278434
ENSG00000172216,0.014856906011274228
ENSG00000156030,0.014751683141220476
ENSG00000233016,0.014352207406113909
ENSG00000196182,0.014134492121008778
ENSG00000237768,0.013782338184380046
ENSG00000197498,0.013562979690929332
ENSG00000162772,0.01345829408214279
ENSG00000104635,0.0132486678158753
ENSG00000150593,0.012794680540429402
ENSG00000122884,0.012745614597811284
ENSG00000131473,0.012703744661753282
ENSG00000258667,0.012666230012808255
ENSG00000151702,0.012546454627176466
ENSG00000140455,0.01219342921848183
ENSG00000147905,0.01203216938673174
ENSG00000240972,0.011973162263674337
ENSG00000137075,0.01162824439857746
ENSG00000131778,0.011473612136982114
ENSG00000221869,0.011300359365139824
ENSG00000272601,0.011134783908146574
ENSG00000164808,0.010953900457055072
ENSG00000008282,0.010818147775427712
ENSG00000228058,0.010640856123656502
ENSG00000101343,0.010583280333907145
ENSG00000204136,0.010467042510358142
ENSG00000276141,0.010366290822975193
ENSG00000145284,0.010250052999426192
ENSG00000078596,0.01019247720967683
ENSG00000187840,0.010015185557905624
ENSG00000111674,0.009751291381876906
ENSG00000164609,0.009532973968193512
ENSG00000146409,0.009205088934755879
ENSG00000198440,0.008860171069659
ENSG00000196646,0.0088011639466016
ENSG00000060138,0.008639904114851507
ENSG00000131013,0.008309706087669622
ENSG00000102144,0.00828687870615687
ENSG00000123933,0.008284148372446188
